"Reporting Area","Current MMWR Year","Disease_Category","total_cases","Population","incidence_rate"
"Ohio",2023,"Varicella",251,11824034,2.12
"Ohio",2024,"Hepatitis A",23,11883304,0.19
"Ohio",2024,"Hepatitis B",2038,11883304,17.15
"Ohio",2024,"Influenza",384,11883304,3.23
"Ohio",2024,"Measles",7,11883304,0.06
"Ohio",2024,"Meningococcal",16,11883304,0.13
"Ohio",2024,"Mumps",28,11883304,0.24
"Ohio",2024,"Pertussis",1708,11883304,14.37
"Ohio",2024,"Pneumococcal",1338,11883304,11.26
"Ohio",2024,"Polio",0,11883304,0
"Ohio",2024,"Rubella",0,11883304,0
"Ohio",2024,"Varicella",229,11883304,1.93
"Oklahoma",2022,"Hepatitis B",0,4026229,0
"Oklahoma",2022,"Influenza",106,4026229,2.63
"Oklahoma",2022,"Measles",0,4026229,0
"Oklahoma",2022,"Meningococcal",3,4026229,0.07
"Oklahoma",2022,"Mumps",2,4026229,0.05
"Oklahoma",2022,"Pertussis",0,4026229,0
"Oklahoma",2022,"Pneumococcal",0,4026229,0
"Oklahoma",2022,"Polio",0,4026229,0
"Oklahoma",2022,"Rubella",0,4026229,0
"Oklahoma",2022,"Varicella",0,4026229,0
"Oklahoma",2023,"Hepatitis B",0,4063882,0
"Oklahoma",2023,"Influenza",124,4063882,3.05
"Oklahoma",2023,"Measles",0,4063882,0
"Oklahoma",2023,"Meningococcal",3,4063882,0.07
"Oklahoma",2023,"Mumps",0,4063882,0
"Oklahoma",2023,"Pertussis",6,4063882,0.15
"Oklahoma",2023,"Pneumococcal",0,4063882,0
"Oklahoma",2023,"Polio",0,4063882,0
"Oklahoma",2023,"Rubella",0,4063882,0
"Oklahoma",2023,"Varicella",0,4063882,0
"Oklahoma",2024,"Hepatitis A",6,4095393,0.15
"Oklahoma",2024,"Hepatitis B",423,4095393,10.33
"Oklahoma",2024,"Influenza",146,4095393,3.56
"Oklahoma",2024,"Measles",1,4095393,0.02
"Oklahoma",2024,"Meningococcal",6,4095393,0.15
"Oklahoma",2024,"Mumps",4,4095393,0.1
"Oklahoma",2024,"Pertussis",469,4095393,11.45
"Oklahoma",2024,"Pneumococcal",0,4095393,0
"Oklahoma",2024,"Polio",0,4095393,0
"Oklahoma",2024,"Rubella",0,4095393,0
"Oklahoma",2024,"Varicella",0,4095393,0
"Oregon",2022,"Hepatitis B",0,4247372,0
"Oregon",2022,"Influenza",76,4247372,1.79
"Oregon",2022,"Measles",0,4247372,0
"Oregon",2022,"Meningococcal",9,4247372,0.21
"Oregon",2022,"Mumps",9,4247372,0.21
"Oregon",2022,"Pertussis",23,4247372,0.54
"Oregon",2022,"Pneumococcal",0,4247372,0
"Oregon",2022,"Polio",0,4247372,0
"Oregon",2022,"Rubella",0,4247372,0
"Oregon",2022,"Varicella",0,4247372,0
"Oregon",2023,"Hepatitis B",0,4253653,0
"Oregon",2023,"Influenza",94,4253653,2.21
"Oregon",2023,"Measles",2,4253653,0.05
"Oregon",2023,"Meningococcal",5,4253653,0.12
"Oregon",2023,"Mumps",10,4253653,0.24
"Oregon",2023,"Pertussis",35,4253653,0.82
"Oregon",2023,"Pneumococcal",0,4253653,0
"Oregon",2023,"Polio",0,4253653,0
"Oregon",2023,"Rubella",0,4253653,0
"Oregon",2023,"Varicella",0,4253653,0
"Oregon",2024,"Hepatitis A",23,4272371,0.54
"Oregon",2024,"Hepatitis B",416,4272371,9.74
"Oregon",2024,"Influenza",90,4272371,2.11
"Oregon",2024,"Measles",30,4272371,0.7
"Oregon",2024,"Meningococcal",5,4272371,0.12
"Oregon",2024,"Mumps",5,4272371,0.12
"Oregon",2024,"Pertussis",1039,4272371,24.32
"Oregon",2024,"Pneumococcal",0,4272371,0
"Oregon",2024,"Polio",0,4272371,0
"Oregon",2024,"Rubella",0,4272371,0
"Oregon",2024,"Varicella",0,4272371,0
"Pennsylvania",2022,"Hepatitis B",0,12984990,0
"Pennsylvania",2022,"Influenza",232,12984990,1.79
"Pennsylvania",2022,"Measles",0,12984990,0
"Pennsylvania",2022,"Meningococcal",7,12984990,0.05
"Pennsylvania",2022,"Mumps",12,12984990,0.09
"Pennsylvania",2022,"Pertussis",96,12984990,0.74
"Pennsylvania",2022,"Pneumococcal",571,12984990,4.4
"Pennsylvania",2022,"Polio",0,12984990,0
"Pennsylvania",2022,"Rubella",0,12984990,0
"Pennsylvania",2022,"Varicella",240,12984990,1.85
"Pennsylvania",2023,"Hepatitis B",0,13017721,0
"Pennsylvania",2023,"Influenza",368,13017721,2.83
"Pennsylvania",2023,"Measles",6,13017721,0.05
"Pennsylvania",2023,"Meningococcal",8,13017721,0.06
"Pennsylvania",2023,"Mumps",10,13017721,0.08
"Pennsylvania",2023,"Pertussis",381,13017721,2.93
"Pennsylvania",2023,"Pneumococcal",817,13017721,6.28
"Pennsylvania",2023,"Polio",0,13017721,0
"Pennsylvania",2023,"Rubella",0,13017721,0
"Pennsylvania",2023,"Varicella",287,13017721,2.2
"Pennsylvania",2024,"Hepatitis A",95,13078751,0.73
"Pennsylvania",2024,"Hepatitis B",2718,13078751,20.78
"Pennsylvania",2024,"Influenza",360,13078751,2.75
"Pennsylvania",2024,"Measles",4,13078751,0.03
"Pennsylvania",2024,"Meningococcal",10,13078751,0.08
"Pennsylvania",2024,"Mumps",8,13078751,0.06
"Pennsylvania",2024,"Pertussis",2889,13078751,22.09
"Pennsylvania",2024,"Pneumococcal",862,13078751,6.59
"Pennsylvania",2024,"Polio",0,13078751,0
"Pennsylvania",2024,"Rubella",0,13078751,0
"Pennsylvania",2024,"Varicella",277,13078751,2.12
"Rhode Island",2022,"Hepatitis B",0,1099498,0
"Rhode Island",2022,"Influenza",6,1099498,0.55
"Rhode Island",2022,"Measles",0,1099498,0
"Rhode Island",2022,"Meningococcal",0,1099498,0
"Rhode Island",2022,"Mumps",0,1099498,0
"Rhode Island",2022,"Pertussis",0,1099498,0
"Rhode Island",2022,"Pneumococcal",53,1099498,4.82
"Rhode Island",2022,"Polio",0,1099498,0
"Rhode Island",2022,"Rubella",0,1099498,0
"Rhode Island",2022,"Varicella",41,1099498,3.73
"Rhode Island",2023,"Hepatitis B",1,1103429,0.09
"Rhode Island",2023,"Influenza",18,1103429,1.63
"Rhode Island",2023,"Measles",0,1103429,0
"Rhode Island",2023,"Meningococcal",1,1103429,0.09
"Rhode Island",2023,"Mumps",2,1103429,0.18
"Rhode Island",2023,"Pertussis",2,1103429,0.18
"Rhode Island",2023,"Pneumococcal",56,1103429,5.08
"Rhode Island",2023,"Polio",0,1103429,0
"Rhode Island",2023,"Rubella",0,1103429,0
"Rhode Island",2023,"Varicella",32,1103429,2.9
"Rhode Island",2024,"Hepatitis A",0,1112308,0
"Rhode Island",2024,"Hepatitis B",325,1112308,29.22
"Rhode Island",2024,"Influenza",22,1112308,1.98
"Rhode Island",2024,"Measles",0,1112308,0
"Rhode Island",2024,"Meningococcal",0,1112308,0
"Rhode Island",2024,"Mumps",2,1112308,0.18
"Rhode Island",2024,"Pertussis",100,1112308,8.99
"Rhode Island",2024,"Pneumococcal",66,1112308,5.93
"Rhode Island",2024,"Polio",0,1112308,0
"Rhode Island",2024,"Rubella",0,1112308,0
"Rhode Island",2024,"Varicella",39,1112308,3.51
"South Carolina",2022,"Hepatitis B",0,5287935,0
"South Carolina",2022,"Influenza",91,5287935,1.72
"South Carolina",2022,"Measles",1,5287935,0.02
"South Carolina",2022,"Meningococcal",3,5287935,0.06
"South Carolina",2022,"Mumps",2,5287935,0.04
"South Carolina",2022,"Pertussis",44,5287935,0.83
"South Carolina",2022,"Pneumococcal",405,5287935,7.66
"South Carolina",2022,"Polio",0,5287935,0
"South Carolina",2022,"Rubella",0,5287935,0
"South Carolina",2022,"Varicella",130,5287935,2.46
"South Carolina",2023,"Hepatitis B",0,5387830,0
"South Carolina",2023,"Influenza",122,5387830,2.26
"South Carolina",2023,"Measles",0,5387830,0
"South Carolina",2023,"Meningococcal",7,5387830,0.13
"South Carolina",2023,"Mumps",4,5387830,0.07
"South Carolina",2023,"Pertussis",47,5387830,0.87
"South Carolina",2023,"Pneumococcal",411,5387830,7.63
"South Carolina",2023,"Polio",0,5387830,0
"South Carolina",2023,"Rubella",0,5387830,0
"South Carolina",2023,"Varicella",144,5387830,2.67
"South Carolina",2024,"Hepatitis A",15,5478831,0.27
"South Carolina",2024,"Hepatitis B",471,5478831,8.6
"South Carolina",2024,"Influenza",138,5478831,2.52
"South Carolina",2024,"Measles",1,5478831,0.02
"South Carolina",2024,"Meningococcal",7,5478831,0.13
"South Carolina",2024,"Mumps",1,5478831,0.02
"South Carolina",2024,"Pertussis",277,5478831,5.06
"South Carolina",2024,"Pneumococcal",565,5478831,10.31
"South Carolina",2024,"Polio",0,5478831,0
"South Carolina",2024,"Rubella",0,5478831,0
"South Carolina",2024,"Varicella",126,5478831,2.3
"South Dakota",2022,"Hepatitis B",0,909723,0
"South Dakota",2022,"Influenza",23,909723,2.53
"South Dakota",2022,"Measles",0,909723,0
"South Dakota",2022,"Meningococcal",1,909723,0.11
"South Dakota",2022,"Mumps",0,909723,0
"South Dakota",2022,"Pertussis",1,909723,0.11
"South Dakota",2022,"Pneumococcal",102,909723,11.21
"South Dakota",2022,"Polio",0,909723,0
"South Dakota",2022,"Rubella",0,909723,0
"South Dakota",2022,"Varicella",13,909723,1.43
"South Dakota",2023,"Hepatitis B",1,918305,0.11
"South Dakota",2023,"Influenza",29,918305,3.16
"South Dakota",2023,"Measles",0,918305,0
"South Dakota",2023,"Meningococcal",0,918305,0
"South Dakota",2023,"Mumps",0,918305,0
"South Dakota",2023,"Pertussis",41,918305,4.46
"South Dakota",2023,"Pneumococcal",104,918305,11.33
"South Dakota",2023,"Polio",0,918305,0
"South Dakota",2023,"Rubella",0,918305,0
"South Dakota",2023,"Varicella",16,918305,1.74
"South Dakota",2024,"Hepatitis A",1,924669,0.11
"South Dakota",2024,"Hepatitis B",10,924669,1.08
"South Dakota",2024,"Influenza",25,924669,2.7
"South Dakota",2024,"Measles",1,924669,0.11
"South Dakota",2024,"Meningococcal",1,924669,0.11
"South Dakota",2024,"Mumps",0,924669,0
"South Dakota",2024,"Pertussis",268,924669,28.98
"South Dakota",2024,"Pneumococcal",114,924669,12.33
"South Dakota",2024,"Polio",0,924669,0
"South Dakota",2024,"Rubella",0,924669,0
"South Dakota",2024,"Varicella",25,924669,2.7
"Tennessee",2022,"Hepatitis B",0,7062217,0
"Tennessee",2022,"Influenza",127,7062217,1.8
"Tennessee",2022,"Measles",0,7062217,0
"Tennessee",2022,"Meningococcal",10,7062217,0.14
"Tennessee",2022,"Mumps",2,7062217,0.03
"Tennessee",2022,"Pertussis",35,7062217,0.5
"Tennessee",2022,"Pneumococcal",539,7062217,7.63
"Tennessee",2022,"Polio",0,7062217,0
"Tennessee",2022,"Rubella",0,7062217,0
"Tennessee",2022,"Varicella",0,7062217,0
"Tennessee",2023,"Hepatitis B",0,7148304,0
"Tennessee",2023,"Influenza",198,7148304,2.77
"Tennessee",2023,"Measles",0,7148304,0
"Tennessee",2023,"Meningococcal",4,7148304,0.06
"Tennessee",2023,"Mumps",2,7148304,0.03
"Tennessee",2023,"Pertussis",78,7148304,1.09
"Tennessee",2023,"Pneumococcal",767,7148304,10.73
"Tennessee",2023,"Polio",0,7148304,0
"Tennessee",2023,"Rubella",0,7148304,0
"Tennessee",2023,"Varicella",0,7148304,0
"Tennessee",2024,"Hepatitis A",23,7227750,0.32
"Tennessee",2024,"Hepatitis B",1142,7227750,15.8
"Tennessee",2024,"Influenza",187,7227750,2.59
"Tennessee",2024,"Measles",4,7227750,0.06
"Tennessee",2024,"Meningococcal",14,7227750,0.19
"Tennessee",2024,"Mumps",8,7227750,0.11
"Tennessee",2024,"Pertussis",355,7227750,4.91
"Tennessee",2024,"Pneumococcal",779,7227750,10.78
"Tennessee",2024,"Polio",0,7227750,0
"Tennessee",2024,"Rubella",0,7227750,0
"Tennessee",2024,"Varicella",0,7227750,0
"Texas",2022,"Hepatitis B",0,30113488,0
"Texas",2022,"Influenza",303,30113488,1.01
"Texas",2022,"Measles",0,30113488,0
"Texas",2022,"Meningococcal",12,30113488,0.04
"Texas",2022,"Mumps",39,30113488,0.13
"Texas",2022,"Pertussis",162,30113488,0.54
"Texas",2022,"Pneumococcal",990,30113488,3.29
"Texas",2022,"Polio",0,30113488,0
"Texas",2022,"Rubella",0,30113488,0
"Texas",2022,"Varicella",406,30113488,1.35
"Texas",2023,"Hepatitis B",1,30727890,0
"Texas",2023,"Influenza",480,30727890,1.56
"Texas",2023,"Measles",3,30727890,0.01
"Texas",2023,"Meningococcal",23,30727890,0.07
"Texas",2023,"Mumps",49,30727890,0.16
"Texas",2023,"Pertussis",280,30727890,0.91
"Texas",2023,"Pneumococcal",1560,30727890,5.08
"Texas",2023,"Polio",0,30727890,0
"Texas",2023,"Rubella",0,30727890,0
"Texas",2023,"Varicella",593,30727890,1.93
"Texas",2024,"Hepatitis A",132,31290831,0.42
"Texas",2024,"Hepatitis B",92,31290831,0.29
"Texas",2024,"Influenza",493,31290831,1.58
"Texas",2024,"Measles",0,31290831,0
"Texas",2024,"Meningococcal",43,31290831,0.14
"Texas",2024,"Mumps",32,31290831,0.1
"Texas",2024,"Pertussis",1156,31290831,3.69
"Texas",2024,"Pneumococcal",1265,31290831,4.04
"Texas",2024,"Polio",0,31290831,0
"Texas",2024,"Rubella",2,31290831,0.01
"Texas",2024,"Varicella",527,31290831,1.68
"Utah",2022,"Hepatitis B",1,3391011,0.03
"Utah",2022,"Influenza",39,3391011,1.15
"Utah",2022,"Measles",0,3391011,0
"Utah",2022,"Meningococcal",1,3391011,0.03
"Utah",2022,"Mumps",4,3391011,0.12
"Utah",2022,"Pertussis",109,3391011,3.21
"Utah",2022,"Pneumococcal",234,3391011,6.9
"Utah",2022,"Polio",0,3391011,0
"Utah",2022,"Rubella",2,3391011,0.06
"Utah",2022,"Varicella",78,3391011,2.3
"Utah",2023,"Hepatitis B",1,3443222,0.03
"Utah",2023,"Influenza",56,3443222,1.63
"Utah",2023,"Measles",1,3443222,0.03
"Utah",2023,"Meningococcal",3,3443222,0.09
"Utah",2023,"Mumps",4,3443222,0.12
"Utah",2023,"Pertussis",205,3443222,5.95
"Utah",2023,"Pneumococcal",180,3443222,5.23
"Utah",2023,"Polio",0,3443222,0
"Utah",2023,"Rubella",0,3443222,0
"Utah",2023,"Varicella",134,3443222,3.89
"Utah",2024,"Hepatitis A",4,3503613,0.11
"Utah",2024,"Hepatitis B",136,3503613,3.88
"Utah",2024,"Influenza",75,3503613,2.14
"Utah",2024,"Measles",0,3503613,0
"Utah",2024,"Meningococcal",2,3503613,0.06
"Utah",2024,"Mumps",5,3503613,0.14
"Utah",2024,"Pertussis",263,3503613,7.51
"Utah",2024,"Pneumococcal",181,3503613,5.17
"Utah",2024,"Polio",0,3503613,0
"Utah",2024,"Rubella",1,3503613,0.03
"Utah",2024,"Varicella",90,3503613,2.57
"Vermont",2022,"Hepatitis B",0,648142,0
"Vermont",2022,"Influenza",8,648142,1.23
"Vermont",2022,"Measles",0,648142,0
"Vermont",2022,"Meningococcal",0,648142,0
"Vermont",2022,"Mumps",0,648142,0
"Vermont",2022,"Pertussis",2,648142,0.31
"Vermont",2022,"Pneumococcal",42,648142,6.48
"Vermont",2022,"Polio",0,648142,0
"Vermont",2022,"Rubella",0,648142,0
"Vermont",2022,"Varicella",15,648142,2.31
"Vermont",2023,"Hepatitis B",0,648708,0
"Vermont",2023,"Influenza",22,648708,3.39
"Vermont",2023,"Measles",0,648708,0
"Vermont",2023,"Meningococcal",0,648708,0
"Vermont",2023,"Mumps",0,648708,0
"Vermont",2023,"Pertussis",0,648708,0
"Vermont",2023,"Pneumococcal",44,648708,6.78
"Vermont",2023,"Polio",0,648708,0
"Vermont",2023,"Rubella",0,648708,0
"Vermont",2023,"Varicella",20,648708,3.08
"Vermont",2024,"Hepatitis A",5,648493,0.77
"Vermont",2024,"Hepatitis B",45,648493,6.94
"Vermont",2024,"Influenza",16,648493,2.47
"Vermont",2024,"Measles",2,648493,0.31
"Vermont",2024,"Meningococcal",0,648493,0
"Vermont",2024,"Mumps",0,648493,0
"Vermont",2024,"Pertussis",97,648493,14.96
"Vermont",2024,"Pneumococcal",58,648493,8.94
"Vermont",2024,"Polio",0,648493,0
"Vermont",2024,"Rubella",0,648493,0
"Vermont",2024,"Varicella",19,648493,2.93
"Virginia",2022,"Hepatitis B",0,8683414,0
"Virginia",2022,"Influenza",144,8683414,1.66
"Virginia",2022,"Measles",2,8683414,0.02
"Virginia",2022,"Meningococcal",16,8683414,0.18
"Virginia",2022,"Mumps",15,8683414,0.17
"Virginia",2022,"Pertussis",65,8683414,0.75
"Virginia",2022,"Pneumococcal",22,8683414,0.25
"Virginia",2022,"Polio",0,8683414,0
"Virginia",2022,"Rubella",0,8683414,0
"Virginia",2022,"Varicella",140,8683414,1.61
"Virginia",2023,"Hepatitis B",0,8734685,0
"Virginia",2023,"Influenza",191,8734685,2.19
"Virginia",2023,"Measles",1,8734685,0.01
"Virginia",2023,"Meningococcal",26,8734685,0.3
"Virginia",2023,"Mumps",16,8734685,0.18
"Virginia",2023,"Pertussis",113,8734685,1.29
"Virginia",2023,"Pneumococcal",26,8734685,0.3
"Virginia",2023,"Polio",0,8734685,0
"Virginia",2023,"Rubella",0,8734685,0
"Virginia",2023,"Varicella",273,8734685,3.13
"Virginia",2024,"Hepatitis A",56,8811195,0.64
"Virginia",2024,"Hepatitis B",1556,8811195,17.66
"Virginia",2024,"Influenza",197,8811195,2.24
"Virginia",2024,"Measles",1,8811195,0.01
"Virginia",2024,"Meningococcal",18,8811195,0.2
"Virginia",2024,"Mumps",12,8811195,0.14
"Virginia",2024,"Pertussis",788,8811195,8.94
"Virginia",2024,"Pneumococcal",24,8811195,0.27
"Virginia",2024,"Polio",0,8811195,0
"Virginia",2024,"Rubella",0,8811195,0
"Virginia",2024,"Varicella",193,8811195,2.19
"Washington",2022,"Hepatitis B",0,7794123,0
"Washington",2022,"Influenza",1,7794123,0.01
"Washington",2022,"Measles",0,7794123,0
"Washington",2022,"Meningococcal",4,7794123,0.05
"Washington",2022,"Mumps",1,7794123,0.01
"Washington",2022,"Pertussis",74,7794123,0.95
"Washington",2022,"Pneumococcal",0,7794123,0
"Washington",2022,"Polio",0,7794123,0
"Washington",2022,"Rubella",0,7794123,0
"Washington",2022,"Varicella",0,7794123,0
"Washington",2023,"Hepatitis B",0,7857320,0
"Washington",2023,"Influenza",9,7857320,0.11
"Washington",2023,"Measles",1,7857320,0.01
"Washington",2023,"Meningococcal",1,7857320,0.01
"Washington",2023,"Mumps",1,7857320,0.01
"Washington",2023,"Pertussis",68,7857320,0.87
"Washington",2023,"Pneumococcal",0,7857320,0
"Washington",2023,"Polio",0,7857320,0
"Washington",2023,"Rubella",0,7857320,0
"Washington",2023,"Varicella",0,7857320,0
"Washington",2024,"Hepatitis A",31,7958180,0.39
"Washington",2024,"Hepatitis B",26,7958180,0.33
"Washington",2024,"Influenza",11,7958180,0.14
"Washington",2024,"Measles",3,7958180,0.04
"Washington",2024,"Meningococcal",3,7958180,0.04
"Washington",2024,"Mumps",13,7958180,0.16
"Washington",2024,"Pertussis",2029,7958180,25.5
"Washington",2024,"Pneumococcal",0,7958180,0
"Washington",2024,"Polio",0,7958180,0
"Washington",2024,"Rubella",0,7958180,0
"Washington",2024,"Varicella",0,7958180,0
"West Virginia",2022,"Hepatitis B",0,1774122,0
"West Virginia",2022,"Influenza",51,1774122,2.87
"West Virginia",2022,"Measles",0,1774122,0
"West Virginia",2022,"Meningococcal",1,1774122,0.06
"West Virginia",2022,"Mumps",2,1774122,0.11
"West Virginia",2022,"Pertussis",13,1774122,0.73
"West Virginia",2022,"Pneumococcal",266,1774122,14.99
"West Virginia",2022,"Polio",0,1774122,0
"West Virginia",2022,"Rubella",1,1774122,0.06
"West Virginia",2022,"Varicella",0,1774122,0
"West Virginia",2023,"Hepatitis B",0,1770495,0
"West Virginia",2023,"Influenza",67,1770495,3.78
"West Virginia",2023,"Measles",0,1770495,0
"West Virginia",2023,"Meningococcal",2,1770495,0.11
"West Virginia",2023,"Mumps",1,1770495,0.06
"West Virginia",2023,"Pertussis",26,1770495,1.47
"West Virginia",2023,"Pneumococcal",281,1770495,15.87
"West Virginia",2023,"Polio",0,1770495,0
"West Virginia",2023,"Rubella",0,1770495,0
"West Virginia",2023,"Varicella",0,1770495,0
"West Virginia",2024,"Hepatitis A",8,1769979,0.45
"West Virginia",2024,"Hepatitis B",233,1769979,13.16
"West Virginia",2024,"Influenza",54,1769979,3.05
"West Virginia",2024,"Measles",1,1769979,0.06
"West Virginia",2024,"Meningococcal",1,1769979,0.06
"West Virginia",2024,"Mumps",1,1769979,0.06
"West Virginia",2024,"Pertussis",35,1769979,1.98
"West Virginia",2024,"Pneumococcal",238,1769979,13.45
"West Virginia",2024,"Polio",0,1769979,0
"West Virginia",2024,"Rubella",0,1769979,0
"West Virginia",2024,"Varicella",0,1769979,0
"Wisconsin",2022,"Hepatitis B",0,5903975,0
"Wisconsin",2022,"Influenza",28,5903975,0.47
"Wisconsin",2022,"Measles",0,5903975,0
"Wisconsin",2022,"Meningococcal",1,5903975,0.02
"Wisconsin",2022,"Mumps",5,5903975,0.08
"Wisconsin",2022,"Pertussis",19,5903975,0.32
"Wisconsin",2022,"Pneumococcal",184,5903975,3.12
"Wisconsin",2022,"Polio",0,5903975,0
"Wisconsin",2022,"Rubella",0,5903975,0
"Wisconsin",2022,"Varicella",206,5903975,3.49
"Wisconsin",2023,"Hepatitis B",0,5930405,0
"Wisconsin",2023,"Influenza",7,5930405,0.12
"Wisconsin",2023,"Measles",1,5930405,0.02
"Wisconsin",2023,"Meningococcal",1,5930405,0.02
"Wisconsin",2023,"Mumps",1,5930405,0.02
"Wisconsin",2023,"Pertussis",31,5930405,0.52
"Wisconsin",2023,"Pneumococcal",468,5930405,7.89
"Wisconsin",2023,"Polio",0,5930405,0
"Wisconsin",2023,"Rubella",0,5930405,0
"Wisconsin",2023,"Varicella",236,5930405,3.98
"Wisconsin",2024,"Hepatitis A",28,5960975,0.47
"Wisconsin",2024,"Hepatitis B",163,5960975,2.73
"Wisconsin",2024,"Influenza",118,5960975,1.98
"Wisconsin",2024,"Measles",1,5960975,0.02
"Wisconsin",2024,"Meningococcal",6,5960975,0.1
"Wisconsin",2024,"Mumps",5,5960975,0.08
"Wisconsin",2024,"Pertussis",2647,5960975,44.41
"Wisconsin",2024,"Pneumococcal",547,5960975,9.18
"Wisconsin",2024,"Polio",0,5960975,0
"Wisconsin",2024,"Rubella",0,5960975,0
"Wisconsin",2024,"Varicella",282,5960975,4.73
"Wyoming",2022,"Hepatitis B",0,581978,0
"Wyoming",2022,"Influenza",1,581978,0.17
"Wyoming",2022,"Measles",0,581978,0
"Wyoming",2022,"Meningococcal",1,581978,0.17
"Wyoming",2022,"Mumps",0,581978,0
"Wyoming",2022,"Pertussis",2,581978,0.34
"Wyoming",2022,"Pneumococcal",27,581978,4.64
"Wyoming",2022,"Polio",0,581978,0
"Wyoming",2022,"Rubella",0,581978,0
"Wyoming",2022,"Varicella",3,581978,0.52
"Wyoming",2023,"Hepatitis B",0,585067,0
"Wyoming",2023,"Influenza",0,585067,0
"Wyoming",2023,"Measles",0,585067,0
"Wyoming",2023,"Meningococcal",0,585067,0
"Wyoming",2023,"Mumps",0,585067,0
"Wyoming",2023,"Pertussis",0,585067,0
"Wyoming",2023,"Pneumococcal",9,585067,1.54
"Wyoming",2023,"Polio",0,585067,0
"Wyoming",2023,"Rubella",0,585067,0
"Wyoming",2023,"Varicella",0,585067,0
"Wyoming",2024,"Hepatitis A",3,587618,0.51
"Wyoming",2024,"Hepatitis B",2,587618,0.34
"Wyoming",2024,"Influenza",0,587618,0
"Wyoming",2024,"Measles",0,587618,0
"Wyoming",2024,"Meningococcal",1,587618,0.17
"Wyoming",2024,"Mumps",0,587618,0
"Wyoming",2024,"Pertussis",0,587618,0
"Wyoming",2024,"Pneumococcal",36,587618,6.13
"Wyoming",2024,"Polio",0,587618,0
"Wyoming",2024,"Rubella",0,587618,0
"Wyoming",2024,"Varicella",0,587618,0
